custName,InvcNum,DueDate,Rep1Id,CustPhone,Email,Addr1,Addr2,City,Region,PostalCode,CustFax,ShipToName,ShipToAddr1,ShipToAddr2,ShipToCity,ShipToRegion,ShipToPostalCode,ShipToContact,ShipPhone
"WenRiver Mgt., Inc",106508-2,12/1/2023,TS,2164967245,jwillse@wentriver-mgt.com#mailto:jwillse@wentriver-mgt.com,430 Avon Belden Road,,Avon lake,OH,44012,,"Wendy's Site 05396 Mansfield, OH",1372 Lexington Ave,,Mansfield,OH,44907,Store Manager,
WKS Frosty Corp,119333,12/22/2023,TS,5625195202,jim.donati@clockworkgc.com#mailto:jim.donati@clockworkgc.com,5856 Corporate Ave,Suite 200,Cypress,CA,90630,,"Wendy's Site 13631 Evansville, IN",12821 US 41 N,,Evansville,IN,47725,Store Manager,
WTC Ventures,122758,1/2/2024,TS,7204703668,dbrubaker@wtcventures.com#mailto:dbrubaker@wtcventures.com,7135 Charlotte Pike,Suite 100,Nashville,TN,37209,,"Wendy's site 13863 Bonney Lake, WA",19012 141st Street Court East,,Bonney Lake,WA,98391,Store Manager,
Yellow Cab Holdings,121186,12/15/2023,TS,6104013052,kf@yellowcabholdings.com#mailto:kf@yellowcabholdings.com,1209 ORANGE ST,,Wilmington,DE,19801,,"Wendy's site 13340 Egg Harbor City, NJ",269 W. White Horse Pike,,Egg Harbor City,NJ,08215,Store Manager,
Yellow Cab Holdings,121701-1,11/13/2023,TS,8288382934,19117selinsgrove@ychwendys.com#mailto:19117selinsgrove@ychwendys.com#,1209 ORANGE ST,,Wilmington,DE,19801,,"Wendy's site 03323 Hummels Wharf, PA",1434 N Susquehanna Trail,,Hummels Wharf,PA,17831,Store Manager,
Yellow Cab Holdings,123251,12/6/2023,TS,6104013052,kf@yellowcabholdings.com#mailto:kf@yellowcabholdings.com,1209 ORANGE ST,,Wilmington,DE,19801,,"Wendy's site 13793 Lancaster, PA",2001 State Rd,,Lancaster,PA,17601,Store Manager,
Yellow Cab Holdings,123284,11/27/2023,TS,6104013052,kf@yellowcabholdings.com#mailto:kf@yellowcabholdings.com,1209 ORANGE ST,,Wilmington,DE,19801,,"Wendy's site 01306 Bronx, NY",2703 E. Tremont Ave,,Bronx,NY,10461,Store Manager,
Yellow Cab Holdings,123328,12/19/2023,TS,6104013052,,1209 ORANGE ST,,Wilmington,DE,19801,,Wendy's Site 09545 Harrisburg - PA,3887 Union Deposit Rd,,Harrisburg,PA,17109,Store Manager,
YESCO Denver Division,108734-1,12/20/2023,TS,9702896044,swidder@yesco.com#mailto:swidder@yesco.com,11220 E 53rd Ave,Suite #300,Denver,CO,80239,3033759111,"YESCO Denver Division Wendy's site 08803 La Junta, CO",11220 E 53rd Ave,Suite #300,Denver,CO,80239,Store Manager,9702896044
Yesco National Service,123069-war,11/28/2023,TS,7028768085,,5119 South Cameron Street,,Las Vegas,NV,89118,7028763421,Yesco National Service/Ferguson,5119 South Cameron Street,,Las Vegas,NV,89118,,7028768085
Yesco National Service,123191,11/20/2023,TS,7028768085,,5119 South Cameron Street,,Las Vegas,NV,89118,7028763421,Yesco/Panda Express,1605 Gramercy Rd,,Salt Lake City,UT,84104,,
Yesco National Service,123300,12/9/2023,TS,7028768085,jshockley@yesco.com#mailto:jshockley@yesco.com,5119 South Cameron Street,,Las Vegas,NV,89118,7028763421,"Rainbow South/Ferguson Jackson, MS",337 Hwy 80 W,,Jackson,MS,39201,,
