custName,InvcNum,DueDate,Rep1Id,CustPhone,Email,Addr1,Addr2,City,Region,PostalCode,CustFax,ShipToName,ShipToAddr1,ShipToAddr2,ShipToCity,ShipToRegion,ShipToPostalCode,ShipToContact,ShipPhone
WKS Frosty Corp,117217,9/29/2023,TS,5625195202,jim.donati@clockworkgc.com#mailto:jim.donati@clockworkgc.com,5856 Corporate Ave,Suite 200,Cypress,CA,90630,,"Wendy's Site 04456 Greencastle, IN",1018 Indianapolis Rd,,Greencastle,IN,46135,Store Manager,
WKS Frosty Corp,119333,10/20/2023,TS,5625195202,jim.donati@clockworkgc.com#mailto:jim.donati@clockworkgc.com,5856 Corporate Ave,Suite 200,Cypress,CA,90630,,"Wendy's Site 13631 Evansville, IN",12821 US 41 N,,Evansville,IN,47725,Store Manager,
WKS Frosty Corp,120702-1,8/10/2023,TS,7143312796,jose.sanchez@wksusa.com#mailto:jose.sanchez@wksusa.com,5856 Corporate Ave,Suite 200,Cypress,CA,90630,,"Wendy s Site 00844 Long Beach, CA",2201 Bell Flower Blvd,-,Long Beach,CA,90815,Jose Sanchez,7143312796
WKS Frosty Corp,122359,8/25/2023,TS,5625195202,jim.donati@clockworkgc.com#mailto:jim.donati@clockworkgc.com,5856 Corporate Ave,Suite 200,Cypress,CA,90630,,"Wendy's site 02907 Terre Haute, IN",3421 S Hwy 41,,Terre Haute,IN,47802,Store Manager,
WKS Frosty Corp,122699,10/27/2023,TS,5625195202,jim.donati@clockworkgc.com#mailto:jim.donati@clockworkgc.com,5856 Corporate Ave,Suite 200,Cypress,CA,90630,,"Wendy's site 09128 Mitchell, IN",2880 IN-37,,Mitchell,IN,47446,Store Manager,
WT Wenco Properties,113679-1,8/29/2023,TS,8018648552,tdewitt@wendysppllc.com#mailto:tdewitt@wendysppllc.com,76 West 13775 South,Suite 2,Draper,UT,84020,,"Wendy's site 05153 Sioux City, IA",2600 Industrial Blvd.,,Sioux City,IA,51111,Store Manager,
WTC Ventures,122519,8/30/2023,TS,7204703668,dbrubaker@wtcventures.com#mailto:dbrubaker@wtcventures.com,7135 Charlotte Pike,Suite 100,Nashville,TN,37209,,"Wendy's site 13864 Elum, WA",903 West 1st St.,,Elum,WA,98922,Store Manager,
WTC Ventures,122733,9/14/2023,TS,7204703668,,7135 Charlotte Pike,Suite 100,Nashville,TN,37209,,"Wendy's site 08254 Auburn, WA",902 Outlet Collection Way,,Auburn,WA,98002,Store Manager,
WTC Ventures,122736,9/14/2023,TS,7204703668,,7135 Charlotte Pike,Suite 100,Nashville,TN,37209,,"Wendy's site 02665 Kent, WA",6331 S. 212th St.,,Kent,WA,98032,Store Manager,
Xenia Building,119879,9/8/2023,JS,6142715758,judy@customsigncenter.com#mailto:judy@customsigncenter.com,3200 Valleyview Dive,,columbus,OH,43204,,Xenia Building,851 Bellbrook Ave,,Xenia,Ohio,45385,,6142710910
Yellow Cab Holdings,121186,9/8/2023,TS,6104013052,kf@yellowcabholdings.com#mailto:kf@yellowcabholdings.com,1209 ORANGE ST,,Wilmington,DE,19801,,"Wendy's site 13340 Egg Harbor City, NJ",269 W. White Horse Pike,,Egg Harbor City,NJ,08215,Store Manager,
Yellow Cab Holdings,121461-2,9/14/2023,TS,6104013052,kf@yellowcabholdings.com#mailto:kf@yellowcabholdings.com,1209 ORANGE ST,,Wilmington,DE,19801,,"Wendy's site 00398 York, PA",60 W. 11th Ave,,York,PA,17404,,
Yesco Columbus,122353,8/10/2023,TF,6143004246,jhayes@yesco.com#mailto:jhayes@yesco.com,3200 Valleyview dr.,,Columbus,OH,43204,,Yesco Columbus,3200 Valleyview Dr.,,Columbus,OH,43204,,
YESCO Denver Division,122565,9/26/2023,TS,9702896044,swidder@yesco.com#mailto:swidder@yesco.com,11220 E 53rd Ave,Suite #300,Denver,CO,80239,3033759111,YESCO Denver Division,11220 E 53rd Ave,Suite #300,Denver,CO,80239,,7204597132
YESCO Denver Division,122566,10/6/2023,TS,9702896044,,11220 E 53rd Ave,Suite #300,Denver,CO,80239,3033759111,YESCO Colorado Springs,5011 List Dr,,Colorado Springs,CO,80919,,
Yesco National Service,122488,8/28/2023,TS,7028768085,jshockley@yesco.com#mailto:jshockley@yesco.com,5119 South Cameron Street,,Las Vegas,NV,89118,7028763421,YESCO DENVER,11220 East 53rd Ave Suite 300,,Denver,CO,80239,Mike Widder U45706,3033759933
Yesco National Service,122578,9/6/2023,TS,7028768085,,5119 South Cameron Street,,Las Vegas,NV,89118,7028763421,YESCO Grand Island,"Mayhew Signs, Inc",4413 E US HWY 30 Ste 2,Grand Island,NE,68801,Ray Mayhew,3082827230
Yesco National Service,122627,9/8/2023,TF,7029534859,,5119 South Cameron Street,,Las Vegas,NV,89118,7028763421,YESCO /Krispy Kreme,,,El Paso,TX,79936,,6302374397
